1,0.009294,0.010898
2,0.011046,0.013051
3,0.011863,0.013931
4,0.012555,0.014745
5,0.013153,0.015545
6,0.013816,0.016338
7,0.014447,0.017076
8,0.015048,0.017732
9,0.015523,0.018375
10,0.015998,0.018889
11,0.016410,0.019309
12,0.016727,0.019727
13,0.017204,0.020088
14,0.017458,0.020448
15,0.017871,0.020801
16,0.018220,0.021142
17,0.018538,0.021431
18,0.018825,0.021714
19,0.018984,0.021995
20,0.019111,0.022274
21,0.019429,0.022547
22,0.019525,0.022810
23,0.019875,0.023066
24,0.020290,0.023319
25,0.020481,0.023571
26,0.020800,0.023821
27,0.020991,0.024069
28,0.021183,0.024312
29,0.021406,0.024554
30,0.021534,0.024793
31,0.021629,0.025030
32,0.021789,0.025264
33,0.022108,0.025497
34,0.022332,0.025728
35,0.022428,0.025958
36,0.022620,0.026187
37,0.022875,0.026400
38,0.023099,0.026612
39,0.023227,0.026823
40,0.023355,0.027031
41,0.023579,0.027233
42,0.023675,0.027430
43,0.023931,0.027623
44,0.023963,0.027809
45,0.024219,0.027986
46,0.024411,0.028164
47,0.024635,0.028342
48,0.024763,0.028519
49,0.024827,0.028694
50,0.024891,0.028870
51,0.024987,0.029044
52,0.025179,0.029216
53,0.025307,0.029388
54,0.025499,0.029558
55,0.025692,0.029727
56,0.025852,0.029895
57,0.026012,0.030061
58,0.026269,0.030227
59,0.026429,0.030388
60,0.026557,0.030548
61,0.026653,0.030708
62,0.026782,0.030867
63,0.026878,0.031026
64,0.026942,0.031185
65,0.027167,0.031344
66,0.027199,0.031502
67,0.027391,0.031658
68,0.027519,0.031813
69,0.027616,0.031968
70,0.027840,0.032123
71,0.028161,0.032274
72,0.028322,0.032423
73,0.028450,0.032572
74,0.028515,0.032720
75,0.028739,0.032867
76,0.028900,0.033012
77,0.028996,0.033158
78,0.029061,0.033303
79,0.029157,0.033449
80,0.029221,0.033592
81,0.029350,0.033734
82,0.029382,0.033876
83,0.029414,0.034015
84,0.029607,0.034155
85,0.029735,0.034294
86,0.029960,0.034433
87,0.030089,0.034571
88,0.030217,0.034709
89,0.030250,0.034847
90,0.030443,0.034983
91,0.030603,0.035118
92,0.030732,0.035252
93,0.030828,0.035385
94,0.031021,0.035518
95,0.031150,0.035650
96,0.031440,0.035782
97,0.031568,0.035912
98,0.031633,0.036042
99,0.031697,0.036171
100,0.031794,0.036300
101,0.031858,0.036429
102,0.031987,0.036557
103,0.032051,0.036684
104,0.032083,0.036810
105,0.032244,0.036937
106,0.032308,0.037063
107,0.032405,0.037190
108,0.032566,0.037316
109,0.032630,0.037442
110,0.032759,0.037567
111,0.032920,0.037692
112,0.033017,0.037817
113,0.033146,0.037942
114,0.033307,0.038066
115,0.033403,0.038190
116,0.033532,0.038314
117,0.033597,0.038436
118,0.033629,0.038558
119,0.033822,0.038679
120,0.033919,0.038799
121,0.034015,0.038919
122,0.034080,0.039039
123,0.034144,0.039158
124,0.034305,0.039277
125,0.034370,0.039395
126,0.034466,0.039511
127,0.034595,0.039626
128,0.034757,0.039740
129,0.034918,0.039854
130,0.034982,0.039967
131,0.035079,0.040080
132,0.035176,0.040192
133,0.035272,0.040304
134,0.035305,0.040415
135,0.035434,0.040526
136,0.035563,0.040637
137,0.035627,0.040747
138,0.035756,0.040856
139,0.035788,0.040964
140,0.035917,0.041071
141,0.036014,0.041179
142,0.036175,0.041286
143,0.036272,0.041393
144,0.036401,0.041499
145,0.036498,0.041604
146,0.036659,0.041708
147,0.036788,0.041813
148,0.036821,0.041917
149,0.036885,0.042021
150,0.036982,0.042124
151,0.037047,0.042227
152,0.037176,0.042330
153,0.037208,0.042432
154,0.037402,0.042534
155,0.037466,0.042635
156,0.037660,0.042735
157,0.037757,0.042836
158,0.037821,0.042936
159,0.037918,0.043037
160,0.037983,0.043137
161,0.038112,0.043236
162,0.038176,0.043334
163,0.038305,0.043433
164,0.038402,0.043530
165,0.038499,0.043628
166,0.038564,0.043725
167,0.038628,0.043822
168,0.038725,0.043919
169,0.038790,0.044016
170,0.038984,0.044112
171,0.039081,0.044208
172,0.039081,0.044304
173,0.039145,0.044400
174,0.039274,0.044494
175,0.039404,0.044588
176,0.039597,0.044682
177,0.039824,0.044775
178,0.039856,0.044868
179,0.039953,0.044960
180,0.039953,0.045052
181,0.039953,0.045143
182,0.039985,0.045233
183,0.040082,0.045324
184,0.040276,0.045414
185,0.040405,0.045504
186,0.040470,0.045594
187,0.040502,0.045684
188,0.040664,0.045773
189,0.040825,0.045862
190,0.040922,0.045950
191,0.041084,0.046039
